zpid,Zip,cluster_label,cluster_description,PC1,PC2,PhotoLink
64750934,78733,0,High Class Living,2.535452418,1.322004409,https://photos.zillowstatic.com/fp/ec52503addc0f267a031aff2022edf12-p_f.jpg
29341415,78746,0,High Class Living,5.970072805,4.967306885,https://photos.zillowstatic.com/fp/5b337a1b4a04c540b9841002248529e5-p_f.jpg
70330433,78733,0,High Class Living,3.090241338,1.59287934,https://photos.zillowstatic.com/fp/65ea4147950b05e7d768bb345047274e-p_f.jpg
29343408,78746,0,High Class Living,5.491516526,1.226567254,https://photos.zillowstatic.com/fp/f15115b738d18ab3f6aa05b8d79359be-p_f.jpg
70330432,78733,0,High Class Living,5.379313905,-0.032038091,https://photos.zillowstatic.com/fp/528c856852848a250104e0a1c8720e8c-p_f.jpg
29344931,78733,0,High Class Living,7.644750847,2.175516986,https://photos.zillowstatic.com/fp/908a59c6b7e87911ef459f8efcc7733c-p_f.jpg
29341408,78746,0,High Class Living,7.528185058,0.774272938,https://photos.zillowstatic.com/fp/fa48acaed2fc916f22d9495233b0827a-p_f.jpg
29342428,78733,0,High Class Living,0.8126225,3.380206697,https://photos.zillowstatic.com/fp/7ccb606d1331110da26003b5452533cb-p_f.jpg
29343407,78746,0,High Class Living,6.345678596,0.457249284,https://photos.zillowstatic.com/fp/b7bd051d280f8bf7c6e254164be61b42-p_f.jpg
29342427,78733,0,High Class Living,2.950404137,1.279467107,https://maps.googleapis.com/maps/api/streetview?location=9803+Timber+Ridge+Pass%2C+Austin%2C+TX+78733&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=6PKRWTQSs-1HhDfHFD95YsMAEyI=
29372944,78750,0,High Class Living,4.1682659,0.551534069,https://photos.zillowstatic.com/fp/dc34c619f249852d4910c7ed0c07f91c-p_f.jpg
29343404,78746,0,High Class Living,7.126429475,0.729443227,https://photos.zillowstatic.com/fp/d3d5647b0081f33dc5079286a78789d2-p_f.jpg
29342426,78733,0,High Class Living,2.044965716,-0.027682874,https://photos.zillowstatic.com/fp/11ce5e728d084f8eb36cfada130737a1-p_f.jpg
29374438,78750,0,High Class Living,3.089116335,1.16750914,https://photos.zillowstatic.com/fp/8b1cb156013aede973534a227284f50d-p_f.jpg
29342422,78733,0,High Class Living,1.566205039,0.556700637,https://photos.zillowstatic.com/fp/fa75e4a6bad8d214a65a1cba5a7b59ad-p_f.jpg
144176918,78733,0,High Class Living,1.803438682,3.735447225,https://photos.zillowstatic.com/fp/e4c6629574f6f01ca69a5f320be277dd-p_f.jpg
29375933,78750,0,High Class Living,2.772695799,3.255984092,https://photos.zillowstatic.com/fp/3ee7ebaf30b05fc6211764d06706e424-p_f.jpg
29374432,78750,0,High Class Living,2.787887934,0.11659983,https://photos.zillowstatic.com/fp/3aab3bb74bd1dcdc6c0ccf455aa2f119-p_f.jpg
29343397,78746,0,High Class Living,5.870165854,4.604203362,https://photos.zillowstatic.com/fp/1585973bb6e092ffe023e40a619567b1-p_f.jpg
79980405,78733,0,High Class Living,9.798215677,2.386879235,https://photos.zillowstatic.com/fp/60a146aebd33ee91359db041f42929bd-p_f.jpg
29339395,78746,0,High Class Living,8.590232051,1.177133206,https://photos.zillowstatic.com/fp/c63cd28b6bcadab87adf5ffbdfdb1537-p_f.jpg
29372930,78750,0,High Class Living,2.406083101,2.634887645,https://photos.zillowstatic.com/fp/d9d98c4dcb74f1e57d7de65a59d9b2c3-p_f.jpg
67415405,78733,0,High Class Living,2.742749506,4.006520419,https://photos.zillowstatic.com/fp/2b91f07867a4746551e1c2f7cc0da9de-p_f.jpg
29341393,78746,0,High Class Living,7.760073009,1.435446378,https://photos.zillowstatic.com/fp/ee544b668d20341bab1b0863dc62ef59-p_f.jpg
29342404,78733,0,High Class Living,2.183532122,3.537589266,https://photos.zillowstatic.com/fp/714c5a834701141211e14f5b118a79eb-p_f.jpg
29343391,78746,0,High Class Living,5.658458439,3.381423116,https://photos.zillowstatic.com/fp/2ef7a02fb37d648d338e00ac78892584-p_f.jpg
29375925,78750,0,High Class Living,3.362888168,0.267155381,https://photos.zillowstatic.com/fp/2b3e433f885ec19b7c2f9eed3c7b4d75-p_f.jpg
29341389,78746,0,High Class Living,5.460370092,3.879177778,https://photos.zillowstatic.com/fp/44eda4ee263805dcc48b33750320147a-p_f.jpg
90240400,78733,0,High Class Living,6.266379937,1.140175026,https://photos.zillowstatic.com/fp/8942bdd0553a9663dff4ced2538a658d-p_f.jpg
249912947,78660,0,High Class Living,2.284960747,-0.674923542,https://photos.zillowstatic.com/fp/76971d51fba76d95df799a3ae723bcbc-p_f.jpg
29348387,78746,0,High Class Living,6.517128955,2.35345713,https://photos.zillowstatic.com/fp/31edec918ef797d7f057f77be43420e4-p_f.jpg
70330400,78733,0,High Class Living,9.105175556,2.107843923,https://photos.zillowstatic.com/fp/9afb7cb79afd38289ff55af8b17596b2-p_f.jpg
29377423,78750,0,High Class Living,2.360185465,0.36634017,https://photos.zillowstatic.com/fp/666ac6d95692a7589d3b432ded23cdf4-p_f.jpg
29374423,78750,0,High Class Living,3.932306631,0.230976806,https://photos.zillowstatic.com/fp/c6e3023851952b4a1b6a3932db23ba9e-p_f.jpg
55299492,78737,0,High Class Living,4.554743544,1.782855736,https://photos.zillowstatic.com/fp/db1eae576ba660dd7dd7770d876c572d-p_f.jpg
29341382,78746,0,High Class Living,4.908960345,1.918194949,https://photos.zillowstatic.com/fp/a427df217504f8b5124675756c12f23f-p_f.jpg
29374422,78750,0,High Class Living,2.240924436,2.491061847,https://photos.zillowstatic.com/fp/81fff60c7980d323bbf8e15f5ce4e85a-p_f.jpg
29340878,78733,0,High Class Living,5.548157307,0.787722089,https://photos.zillowstatic.com/fp/496bf08d5df01e642899686fb014e204-p_f.jpg
55299490,78737,0,High Class Living,1.013172044,2.396447334,https://photos.zillowstatic.com/fp/5848ef16aceee5b31a2a34eda82d49b7-p_f.jpg
29372422,78750,0,High Class Living,2.213243866,-0.440668705,https://photos.zillowstatic.com/fp/c12c5225ea4d880b727ec49d6bb63da9-p_f.jpg
29340875,78733,0,High Class Living,4.5637806,4.159529576,https://photos.zillowstatic.com/fp/d3789a67b8c60579cfb8d595b10426c6-p_f.jpg
55299488,78737,0,High Class Living,3.997114331,-1.274861364,https://photos.zillowstatic.com/fp/4732016415b172738a01b6e0b8f5eba3-p_f.jpg
125750185,78746,0,High Class Living,9.439269099,-0.428544808,https://maps.googleapis.com/maps/api/streetview?location=5930+Bold+Ruler+Way%2C+Austin%2C+TX+78746&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=5iUGdsfPPryMOxnep8tVQYCSOCM=
29341366,78746,0,High Class Living,6.828107627,3.881960022,https://photos.zillowstatic.com/fp/e1fa6466ff30d1d016f643da057dcd2b-p_f.jpg
29346897,78733,0,High Class Living,3.800148281,4.306038395,https://photos.zillowstatic.com/fp/e8f9ebf8e1b6a695c7d7576e590ff08e-p_f.jpg
29340866,78733,0,High Class Living,5.477300179,1.275178516,https://photos.zillowstatic.com/fp/488c1c37ff570f2a7306372a05e68bdf-p_f.jpg
64543920,78726,0,High Class Living,2.152069933,3.686821475,https://photos.zillowstatic.com/fp/ed3145d8dcb0f2679886e1aa0dd969fd-p_f.jpg
202152984,78737,0,High Class Living,2.573808876,1.45088789,https://photos.zillowstatic.com/fp/2994a5643e73d7771f23fd746fdc3e69-p_f.jpg
29342397,78733,0,High Class Living,1.741949452,3.290691592,https://photos.zillowstatic.com/fp/67ba8be32cbf7e825d8ee313b0599627-p_f.jpg
29344861,78746,0,High Class Living,5.487494984,-0.062999242,https://photos.zillowstatic.com/fp/941db8c10a5dd59976e0c1431e6f8480-p_f.jpg
80084981,78737,0,High Class Living,2.596583213,-0.609908265,https://photos.zillowstatic.com/fp/77e8f0f2b1da3ceb1cee17365eee2c72-p_f.jpg
249878946,78660,0,High Class Living,-1.099410651,2.340003976,https://photos.zillowstatic.com/fp/f9fb41792be58974ff0e463033a81286-p_f.jpg
29377417,78750,0,High Class Living,4.723262256,0.088424246,https://photos.zillowstatic.com/fp/2a51bb26a134052d32c0cc5e21e5cbe1-p_f.jpg
84138980,78737,0,High Class Living,3.518213845,-0.507952039,https://photos.zillowstatic.com/fp/d83e19211b54825eb3718d292acd983f-p_f.jpg
29344853,78746,0,High Class Living,4.662677933,1.836710543,https://photos.zillowstatic.com/fp/2f86d1bc2ecad91bb51aef165e50b99c-p_f.jpg
55299479,78737,0,High Class Living,2.946205031,0.310074649,https://photos.zillowstatic.com/fp/84fb4c71afe9a1f4ce3298b410e7410d-p_f.jpg
29375915,78750,0,High Class Living,2.667911009,2.651202151,https://photos.zillowstatic.com/fp/633d098994864c8ae19d55c9f6f384e0-p_f.jpg
29344851,78746,0,High Class Living,4.622624173,4.20854059,https://photos.zillowstatic.com/fp/0323fc27acf98bbceae475e15028f3a8-p_f.jpg
29439010,78753,0,High Class Living,1.564670833,-1.453390034,https://photos.zillowstatic.com/fp/38500ca62ffb1df6035a3a0fbbacb211-p_f.jpg
28594363,78737,0,High Class Living,1.163457533,0.314232583,https://photos.zillowstatic.com/fp/6aa9b4c3b9191d028ede926529254611-p_f.jpg
89551842,78746,0,High Class Living,10.51446374,1.31168281,https://photos.zillowstatic.com/fp/6e806307a241adfbfce5fc4c49a768f5-p_f.jpg
119620477,78737,0,High Class Living,3.962611649,-1.606874033,https://photos.zillowstatic.com/fp/3f8284c1963e8c2750836f065034fad7-p_f.jpg
29372913,78750,0,High Class Living,3.557911453,2.55519382,https://photos.zillowstatic.com/fp/e2051d70b75e953181b1216a0fd50f5a-p_f.jpg
58297966,78746,0,High Class Living,3.719861276,1.31325979,https://photos.zillowstatic.com/fp/36cb124a9e8fdc17d824bb577d939481-p_f.jpg
29372413,78750,0,High Class Living,3.427542903,0.678262397,https://photos.zillowstatic.com/fp/e47753f801192f00ab5945aa31567a0e-p_f.jpg
29344839,78746,0,High Class Living,7.323424559,0.690681328,https://photos.zillowstatic.com/fp/893ec71480f822c5c63677f07a8e0261-p_f.jpg
119620476,78737,0,High Class Living,2.953804603,-0.508945717,https://photos.zillowstatic.com/fp/10908029c2df8d33dc330d85cd809fa3-p_f.jpg
29343832,78733,0,High Class Living,1.747510159,2.684083987,https://photos.zillowstatic.com/fp/1f0d6acf3c0baed4044c612810bfba30-p_f.jpg
29375911,78750,0,High Class Living,3.101002957,0.411490067,https://photos.zillowstatic.com/fp/d233e1b3fd9094410e49a1c6ab2b934d-p_f.jpg
55299476,78737,0,High Class Living,1.354133271,2.996243037,https://photos.zillowstatic.com/fp/7a39104f0f7299166c109693671f6785-p_f.jpg
29342388,78733,0,High Class Living,3.807095019,-1.073992877,https://photos.zillowstatic.com/fp/11f9e35eb2531b7de9229ba44ebe0ba5-p_f.jpg
29375910,78750,0,High Class Living,1.792207274,3.543030831,https://photos.zillowstatic.com/fp/ac4ba410bb19fe10ba8e00aae12b63c4-p_f.jpg
29344833,78746,0,High Class Living,6.024550963,2.925933097,https://photos.zillowstatic.com/fp/c0c93f148e0606f110b27ab7834fad0a-p_f.jpg
29343331,78746,0,High Class Living,1.328330638,3.703306234,https://photos.zillowstatic.com/fp/4e71028a3f0951e147ae4c37fde9b1f1-p_f.jpg
96645484,78733,0,High Class Living,10.81694044,3.03958861,https://photos.zillowstatic.com/fp/e4e001ce15ff42bfbabde6132a448d6b-p_f.jpg
29372406,78750,0,High Class Living,2.496559211,3.179623451,https://photos.zillowstatic.com/fp/5ec01678c325241939eb28f53c8a2130-p_f.jpg
70330384,78733,0,High Class Living,8.30208863,4.543198722,https://photos.zillowstatic.com/fp/e28414906ed2e7d6c679200c76ac47cc-p_f.jpg
60136380,78733,0,High Class Living,2.577568179,3.919507798,https://photos.zillowstatic.com/fp/6bee323679bc5b42422d60ed25bd378f-p_f.jpg
29342316,78733,0,High Class Living,8.677953334,1.220166318,https://photos.zillowstatic.com/fp/ed5e8dd1538a6aeeb3081b196b36e03b-p_f.jpg
80079467,78737,0,High Class Living,4.44416423,0.722633659,https://photos.zillowstatic.com/fp/241bed8dcfb7bd31280b546b012bc4cf-p_f.jpg
29372402,78750,0,High Class Living,0.762764338,3.322186154,https://photos.zillowstatic.com/fp/ec146452850a7f6e4347b160df4042e6-p_f.jpg
29344810,78746,0,High Class Living,2.45083402,4.297100615,https://photos.zillowstatic.com/fp/1bfe361bb86ae7b9b16b78025d184ae2-p_f.jpg
88027789,78717,0,High Class Living,4.176104941,0.84915731,https://photos.zillowstatic.com/fp/820bbc646525eb42f42e4e38516347b6-p_f.jpg
29372400,78750,0,High Class Living,2.709465413,0.768212071,https://photos.zillowstatic.com/fp/97aa89250fe7a1186ee39e71ddca1bdd-p_f.jpg
70323862,78733,0,High Class Living,6.707700803,1.871057759,https://maps.googleapis.com/maps/api/streetview?location=8709+Capehart+Cv%2C+Austin%2C+TX+78733&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=78jG7KhR68lHPVcn-HvrOpQv1zQ=
122187957,78737,0,High Class Living,1.694441645,2.794036391,https://photos.zillowstatic.com/fp/e50f4e7b51b28a1b67a712a74228dd2b-p_f.jpg
60136362,78733,0,High Class Living,-1.283318246,3.228296025,https://photos.zillowstatic.com/fp/ff18cc43e7e6cab9b45e109b7b8f8741-p_f.jpg
29336282,78746,0,High Class Living,5.801073178,1.643123274,https://photos.zillowstatic.com/fp/a2abfe0e5a209448d6acf8e7573416e0-p_f.jpg
114157955,78737,0,High Class Living,3.018042281,-1.200937505,https://photos.zillowstatic.com/fp/56e4bed819ef2b6cec3e96fed0dda30a-p_f.jpg
64578358,78733,0,High Class Living,3.323165082,4.851692598,https://photos.zillowstatic.com/fp/334d002db90b873d54ef6718701a2ff3-p_f.jpg
119629454,78737,0,High Class Living,3.720093341,-0.963369937,https://photos.zillowstatic.com/fp/98e42c4405970c87a8441f61e49068bf-p_f.jpg
70330356,78733,0,High Class Living,25.45945406,13.45931196,"https://maps.googleapis.com/maps/api/streetview?size=1025x768&location=30.323516845703125,-97.8614730834961&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=iHY1LekAPVE4gMfE8rF7xACIatI="
29374395,78750,0,High Class Living,1.684903002,3.559765201,https://photos.zillowstatic.com/fp/6dcbd84f2a4f0a9c3351457e51d1d63d-p_f.jpg
29344769,78746,0,High Class Living,3.321594437,-0.025658348,https://photos.zillowstatic.com/fp/d8122808afb642f2d61f8ff4ca5ed234-p_f.jpg
29377392,78750,0,High Class Living,2.658500057,2.327702458,https://photos.zillowstatic.com/fp/7f3af67e4f40bf42502fc68e92a95d10-p_f.jpg
29338353,78733,0,High Class Living,4.96534067,0.360214251,https://photos.zillowstatic.com/fp/efc8eb06acb8bd5fc6efb760e46610ce-p_f.jpg
114156945,78737,0,High Class Living,2.789305799,0.599191273,https://photos.zillowstatic.com/fp/a4bd1b0b37516334638e1736e86b5e8f-p_f.jpg
64658848,78733,0,High Class Living,3.323027041,4.107340813,https://photos.zillowstatic.com/fp/765ba8fc903c4ec0312e7858d4fe9b66-p_f.jpg
29342348,78733,0,High Class Living,5.058543544,1.528785991,https://photos.zillowstatic.com/fp/b04d3e72f56574ddf0bfb53f2787258c-p_f.jpg
29336264,78746,0,High Class Living,3.818120787,3.991145963,https://photos.zillowstatic.com/fp/7b376aff02e387f1f7182f75c6bff269-p_f.jpg
29342345,78733,0,High Class Living,5.392632526,1.645592518,https://photos.zillowstatic.com/fp/39d74f4d094502bda7244b891d1fd072-p_f.jpg
202153443,78737,0,High Class Living,2.438379306,-0.998024885,https://photos.zillowstatic.com/fp/3a69548f2ec28432e22fd33e36f3f4e7-p_f.jpg
29375888,78750,0,High Class Living,3.082172691,0.491054385,https://photos.zillowstatic.com/fp/6f76e50d0312544ed48e230f7cb42615-p_f.jpg
119618443,78737,0,High Class Living,2.386297016,-0.383084617,https://photos.zillowstatic.com/fp/cb23df6558b5877e8c6b877c1d7edbff-p_f.jpg
29374385,78750,0,High Class Living,2.925766074,1.158128731,https://maps.googleapis.com/maps/api/streetview?location=9819+Mandeville+Cir%2C+Austin%2C+TX+78750&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=lSL-Bjm3VaFWz1BDVXq9Pr9a5Ko=
114156943,78737,0,High Class Living,3.863106787,0.013700434,https://photos.zillowstatic.com/fp/c1e9093932389cbfea9c38f74926b0e4-p_f.jpg
29375883,78750,0,High Class Living,0.859141592,3.232857251,https://photos.zillowstatic.com/fp/0cab2812b16ea444fc986dc3081a0e55-p_f.jpg
29336839,78733,0,High Class Living,5.767581685,0.217927977,https://photos.zillowstatic.com/fp/0eccb03a117c8ca4c3ac58cc4ff20b6c-p_f.jpg
29372883,78750,0,High Class Living,2.568672173,3.806149662,https://photos.zillowstatic.com/fp/800db45c1163d58dfca144662db7c34d-p_f.jpg
29344758,78746,0,High Class Living,10.08911757,0.858730086,https://photos.zillowstatic.com/fp/fe0d7a0ff6819f5600b80b33f1d16040-p_f.jpg
29343838,78733,0,High Class Living,3.734109262,0.189055116,https://photos.zillowstatic.com/fp/c77ed05fa65b8504255052dd46578af5-p_f.jpg
83830335,78733,0,High Class Living,6.528664203,0.922394113,https://photos.zillowstatic.com/fp/8eceee5fda4d864888b9665c791df62a-p_f.jpg
29372882,78750,0,High Class Living,2.28052457,3.737086576,https://photos.zillowstatic.com/fp/f40f1ae588765bf223b65ae0fa752ee3-p_f.jpg
29342256,78746,0,High Class Living,8.523681566,1.940931865,https://photos.zillowstatic.com/fp/e289e0ffdf06576e6faed098df189e7a-p_f.jpg
29336834,78733,0,High Class Living,6.0065488,0.563940763,https://photos.zillowstatic.com/fp/62e182b8f2c84cc1f69b084346b3920d-p_f.jpg
202153434,78737,0,High Class Living,1.773517601,1.566878588,https://photos.zillowstatic.com/fp/aa6ab0e5c79a8616a5d54612d8882aad-p_f.jpg
29375880,78750,0,High Class Living,2.281355322,3.109679481,https://photos.zillowstatic.com/fp/082a035f35ea065fae06eb192664f45e-p_f.jpg
125330933,78737,0,High Class Living,1.476706732,3.06149874,https://photos.zillowstatic.com/fp/6bfeae76261cec597b7819c327df8a74-p_f.jpg
125230931,78737,0,High Class Living,1.866132431,2.554072752,https://photos.zillowstatic.com/fp/1651869ba1ab295f5d2a9de222f8f72f-p_f.jpg
29344738,78746,0,High Class Living,1.813997541,3.961340818,https://photos.zillowstatic.com/fp/fb09fc90c75093e9396edd5b4de916b5-p_f.jpg
29372878,78750,0,High Class Living,3.396881063,0.333456843,https://photos.zillowstatic.com/fp/cb5355b1a3ea276f9fe2fcbab4157752-p_f.jpg
29342230,78746,0,High Class Living,7.322239737,4.339219584,https://photos.zillowstatic.com/fp/9b5ecbec34f41524775d88213d51653e-p_f.jpg
29336824,78733,0,High Class Living,2.908853147,3.72981363,https://photos.zillowstatic.com/fp/67ae7b9511901838a65ee4ef3858655d-p_f.jpg
80075423,78737,0,High Class Living,4.170705471,-0.871461952,https://photos.zillowstatic.com/fp/b87ca44da4302308e869f9e9320a2051-p_f.jpg
29344726,78746,0,High Class Living,5.642653799,1.078424633,https://photos.zillowstatic.com/fp/fac99a0fcdb279196d1feaac7c0f05dc-p_f.jpg
29342225,78746,0,High Class Living,7.101708101,2.09748807,https://photos.zillowstatic.com/fp/d9cc24a366b14bd6cd742dc93d81c433-p_f.jpg
29336820,78733,0,High Class Living,5.559548175,0.243031323,https://photos.zillowstatic.com/fp/56ce6cd6419aed1f3cce0365b45e11d8-p_f.jpg
29342221,78746,0,High Class Living,8.379009107,0.08693256,https://photos.zillowstatic.com/fp/1413672614466d182164bfc0f2578a4e-p_f.jpg
29375867,78750,0,High Class Living,6.560206216,-1.440454306,https://photos.zillowstatic.com/fp/48d2c7aa0744e4a27b1c1258f9bdfb34-p_f.jpg
125746319,78733,0,High Class Living,3.983581785,1.525032297,https://photos.zillowstatic.com/fp/acd7894cdebed104bfcb6a844f6a4d43-p_f.jpg
29343473,78746,0,High Class Living,2.974751283,4.882483068,https://photos.zillowstatic.com/fp/2e224dbf06624872e91e6eb24a1e9a1b-p_f.jpg
83826317,78733,0,High Class Living,3.355401619,1.380046946,https://photos.zillowstatic.com/fp/3a6d837cf14d979f0f12c8607b84946a-p_f.jpg
125234417,78737,0,High Class Living,4.287973061,-0.812665137,https://photos.zillowstatic.com/fp/767f05345256e976236dfec8d703574d-p_f.jpg
29375866,78750,0,High Class Living,3.085339209,3.939265425,https://photos.zillowstatic.com/fp/3956931819c94b28489818e3a51b5375-p_f.jpg
29343816,78733,0,High Class Living,0.934964612,4.155439733,https://photos.zillowstatic.com/fp/79c357b6dacd42fd654b1b9403ad46c3-p_f.jpg
29336816,78733,0,High Class Living,3.74247466,3.756389589,https://maps.googleapis.com/maps/api/streetview?location=10020+Circleview+Dr%2C+Austin%2C+TX+78733&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=xP7H4crffohH1e6OEPPcijec52g=
29374365,78750,0,High Class Living,3.700710742,-0.182782958,https://photos.zillowstatic.com/fp/181d8def85bbf861012295ff66dd295f-p_f.jpg
29336815,78733,0,High Class Living,4.502927579,3.553895418,https://photos.zillowstatic.com/fp/dab602a9e7c1b5ae6fc86e27754fb57a-p_f.jpg
29342206,78746,0,High Class Living,4.641747987,1.821787963,https://photos.zillowstatic.com/fp/e9d76c8f973c411796f86f46acddeb83-p_f.jpg
29343813,78733,0,High Class Living,2.926259679,0.857169755,https://photos.zillowstatic.com/fp/df2be10e69481778ef430c04acb934f1-p_f.jpg
